charID;x;y;width;height;shift;offset
20088;4021;733;11;15;13;1
20089;4008;733;11;15;13;1
20090;3995;733;11;15;13;1
20091;3982;733;11;15;13;1
20092;3969;733;11;15;13;1
20093;3956;733;11;15;13;1
20094;3943;733;11;15;13;1
20095;3930;733;11;15;13;1
20096;3917;733;11;15;13;1
20097;3904;733;11;15;13;1
20098;3891;733;11;15;13;1
20099;3878;733;11;15;13;1
20100;3865;733;11;15;13;1
20101;15;750;3;15;13;8
20102;528;750;9;15;13;2
20103;1039;750;11;15;13;1
20104;539;750;11;15;13;1
20105;1273;750;11;15;13;1
20106;1260;750;11;15;13;1
20107;1247;750;11;15;13;1
20108;1234;750;11;15;13;1
20109;1221;750;11;15;13;1
20110;1208;750;11;15;13;1
20111;1195;750;11;15;13;1
20112;1286;750;11;15;13;1
20113;1182;750;11;15;13;1
20114;1156;750;11;15;13;1
20115;1143;750;11;15;13;1
20116;1130;750;11;15;13;1
20117;1117;750;11;15;13;1
20118;1104;750;11;15;13;1
20119;1091;750;11;15;13;1
20120;1078;750;11;15;13;1
20121;1169;750;11;15;13;1
20122;1299;750;11;15;13;1
20123;1312;750;11;15;13;1
20124;1325;750;10;15;13;2
20125;1545;750;11;15;13;1
20126;1532;750;11;15;13;1
20127;1519;750;11;15;13;1
20128;1506;750;11;15;13;1
20129;1493;750;11;15;13;1
20130;1480;750;11;15;13;1
20131;1467;750;11;15;13;1
20132;1454;750;11;15;13;1
20133;1441;750;11;15;13;1
20134;1428;750;11;15;13;1
20135;1415;750;11;15;13;1
20136;1402;750;11;15;13;1
20137;1389;750;11;15;13;1
20138;1376;750;11;15;13;1
20139;1363;750;11;15;13;1
20140;1350;750;11;15;13;1
20141;1337;750;11;15;13;1
20142;1065;750;11;15;13;1
20143;1558;750;11;15;13;1
20144;1052;750;11;15;13;1
20145;1026;750;11;15;13;1
20146;740;750;11;15;13;1
20147;727;750;11;15;13;1
20148;714;750;11;15;13;1
20149;701;750;11;15;13;1
20150;688;750;11;15;13;1
20151;675;750;11;15;13;1
20152;662;750;11;15;13;1
20153;753;750;11;15;13;1
20154;649;750;11;15;13;1
20155;630;750;4;15;13;1
20156;617;750;11;15;13;1
20157;604;750;11;15;13;1
20158;591;750;11;15;13;1
20159;578;750;11;15;13;1
20160;565;750;11;15;13;1
20161;552;750;11;15;13;1
20162;636;750;11;15;13;1
20163;766;750;11;15;13;1
20164;779;750;11;15;13;1
20165;792;750;11;15;13;1
20166;1013;750;11;15;13;1
20167;1000;750;11;15;13;1
20168;987;750;11;15;13;1
20169;974;750;11;15;13;1
20170;961;750;11;15;13;1
20171;948;750;11;15;13;1
20172;935;750;11;15;13;1
20173;922;750;11;15;13;1
20174;909;750;11;15;13;1
20175;896;750;11;15;13;1
20176;883;750;11;15;13;1
20177;870;750;11;15;13;1
20178;857;750;11;15;13;1
20179;844;750;11;15;13;1
20180;831;750;11;15;13;1
20181;818;750;11;15;13;1
20182;805;750;11;15;13;1
20183;2840;750;11;15;13;1
20184;3085;750;11;15;13;1
20185;2990;767;11;15;13;1
20186;3098;750;11;15;13;1
20187;1885;767;11;15;13;1
20188;1872;767;11;15;13;1
20189;1859;767;11;15;13;1
20190;1846;767;11;15;13;1
20191;1833;767;11;15;13;1
20192;1820;767;11;15;13;1
20193;1807;767;11;15;13;1
20194;1898;767;11;15;13;1
20195;1794;767;11;15;13;1
20196;1768;767;11;15;13;1
20197;1756;767;10;15;13;2
20198;1743;767;11;15;13;1
20199;1730;767;11;15;13;1
20200;1717;767;11;15;13;1
20201;1704;767;11;15;13;1
20202;1691;767;11;15;13;1
20203;1781;767;11;15;13;1
20204;1911;767;11;15;13;1
20205;1924;767;11;15;13;1
20206;1937;767;11;15;13;1
20207;2158;767;11;15;13;1
20208;2145;767;11;15;13;1
20209;2132;767;11;15;13;1
20210;2119;767;11;15;13;1
20211;2106;767;11;15;13;1
20212;2093;767;11;15;13;1
20213;2080;767;11;15;13;1
20214;2067;767;11;15;13;1
20215;2054;767;11;15;13;1
20216;2041;767;11;15;13;1
20217;2028;767;11;15;13;1
20218;2015;767;11;15;13;1
20219;2002;767;11;15;13;1
20220;1989;767;11;15;13;1
20221;1976;767;11;15;13;1
20222;1963;767;11;15;13;1
20223;1950;767;11;15;13;1
20224;1678;767;11;15;13;1
20225;2171;767;11;15;13;1
20226;1665;767;11;15;13;1
20227;1639;767;11;15;13;1
20228;1353;767;11;15;13;1
20229;1340;767;11;15;13;1
20230;1327;767;11;15;13;1
20231;1314;767;11;15;13;1
20232;1301;767;11;15;13;1
20233;1288;767;11;15;13;1
20234;1275;767;11;15;13;1
20235;1366;767;11;15;13;1
20236;1262;767;11;15;13;1
20237;1236;767;11;15;13;1
20238;1223;767;11;15;13;1
20239;1210;767;11;15;13;1
20240;1197;767;11;15;13;1
20241;1184;767;11;15;13;1
20242;1171;767;11;15;13;1
20243;1158;767;11;15;13;1
20244;1249;767;11;15;13;1
20245;1379;767;11;15;13;1
20246;1392;767;11;15;13;1
20247;1405;767;11;15;13;1
20248;1626;767;11;15;13;1
20249;1613;767;11;15;13;1
20250;1600;767;11;15;13;1
20251;1587;767;11;15;13;1
20252;1574;767;11;15;13;1
20253;1561;767;11;15;13;1
20254;1548;767;11;15;13;1
20255;1535;767;11;15;13;1
20256;1522;767;11;15;13;1
20257;1509;767;11;15;13;1
20258;1496;767;11;15;13;1
20259;1483;767;11;15;13;1
20260;1470;767;11;15;13;1
20261;1457;767;11;15;13;1
20262;1444;767;11;15;13;1
20263;1431;767;11;15;13;1
20264;1418;767;11;15;13;1
20265;1652;767;11;15;13;1
20266;2184;767;11;15;13;1
20267;2197;767;11;15;13;1
20268;2210;767;11;15;13;1
20269;2964;767;11;15;13;1
20270;2951;767;11;15;13;1
20271;2938;767;11;15;13;1
20272;2925;767;11;15;13;1
20273;2912;767;11;15;13;1
20274;2899;767;11;15;13;1
20275;2886;767;11;15;13;1
20276;2873;767;11;15;13;1
20277;2860;767;11;15;13;1
20278;2847;767;11;15;13;1
20279;2834;767;11;15;13;1
20280;2821;767;11;15;13;1
20281;2808;767;11;15;13;1
20282;2795;767;11;15;13;1
20283;2782;767;11;15;13;1
20284;2769;767;11;15;13;1
20285;2756;767;11;15;13;1
20286;2977;767;11;15;13;1
20287;3003;767;11;15;13;1
20288;3250;767;11;15;13;1
20289;3016;767;11;15;13;1
20290;3237;767;11;15;13;1
20291;3224;767;11;15;13;1
20292;3211;767;11;15;13;1
20293;3198;767;11;15;13;1
20294;3185;767;11;15;13;1
20295;3172;767;11;15;13;1
20296;3159;767;11;15;13;1
20297;3146;767;11;15;13;1
20298;3133;767;11;15;13;1
20299;3120;767;11;15;13;1
20300;3107;767;11;15;13;1
20301;3094;767;11;15;13;1
20302;3081;767;11;15;13;1
20303;3068;767;11;15;13;1
20304;3055;767;11;15;13;1
20305;3042;767;11;15;13;1
20306;3029;767;11;15;13;1
20307;2743;767;11;15;13;1
20308;2730;767;11;15;13;1
20309;2717;767;11;15;13;1
20310;2704;767;11;15;13;1
20311;2418;767;11;15;13;1
20312;2405;767;11;15;13;1
20313;2392;767;11;15;13;1
20314;2379;767;11;15;13;1
20315;2366;767;11;15;13;1
20316;2353;767;11;15;13;1
20317;2340;767;11;15;13;1
20318;2431;767;11;15;13;1
20319;2327;767;11;15;13;1
20320;2301;767;11;15;13;1
20321;2288;767;11;15;13;1
20322;2275;767;11;15;13;1
20323;2262;767;11;15;13;1
20324;2249;767;11;15;13;1
20325;2236;767;11;15;13;1
20326;2223;767;11;15;13;1
20327;2314;767;11;15;13;1
20328;2444;767;11;15;13;1
20329;2457;767;11;15;13;1
20330;2470;767;11;15;13;1
20331;2691;767;11;15;13;1
20332;2678;767;11;15;13;1
20333;2665;767;11;15;13;1
20334;2652;767;11;15;13;1
20335;2639;767;11;15;13;1
20336;2626;767;11;15;13;1
20337;2613;767;11;15;13;1
20338;2600;767;11;15;13;1
20339;2587;767;11;15;13;1
20340;2574;767;11;15;13;1
20341;2561;767;11;15;13;1
20342;2548;767;11;15;13;1
20343;2535;767;11;15;13;1
20344;2522;767;11;15;13;1
20345;2509;767;11;15;13;1
20346;2496;767;11;15;13;1
20347;2483;767;11;15;13;1
20348;1145;767;11;15;13;1
20349;1132;767;11;15;13;1
20350;1119;767;11;15;13;1
20351;54;767;11;15;13;1
20352;3839;750;11;15;13;1
20353;3826;750;11;15;13;1
20354;3813;750;11;15;13;1
20355;3800;750;11;15;13;1
20356;3787;750;11;15;13;1
20357;3774;750;11;15;13;1
20358;3761;750;11;15;13;1
20359;3852;750;11;15;13;1
20360;3748;750;11;15;13;1
20361;3722;750;11;15;13;1
20362;3709;750;11;15;13;1
20363;3696;750;11;15;13;1
20364;3683;750;11;15;13;1
20365;3670;750;11;15;13;1
20366;3657;750;11;15;13;1
20367;3644;750;11;15;13;1
20368;3735;750;11;15;13;1
20369;3865;750;11;15;13;1
20370;3878;750;11;15;13;1
20371;3891;750;11;15;13;1
20372;28;767;11;15;13;1
20373;15;767;11;15;13;1
20374;2;767;11;15;13;1
20375;4073;750;11;15;13;1
20376;4060;750;11;15;13;1
20377;4047;750;11;15;13;1
20378;4034;750;11;15;13;1
20379;4021;750;11;15;13;1
20380;4008;750;11;15;13;1
20381;3995;750;11;15;13;1
20382;3982;750;11;15;13;1
20383;3969;750;11;15;13;1
20384;3956;750;11;15;13;1
20385;3943;750;11;15;13;1
20386;3930;750;11;15;13;1
20387;3917;750;11;15;13;1
20388;3904;750;11;15;13;1
20389;3631;750;11;15;13;1
20390;41;767;11;15;13;1
20391;3618;750;11;15;13;1
20392;3592;750;11;15;13;1
20393;3306;750;11;15;13;1
20394;3293;750;11;15;13;1
20395;3280;750;11;15;13;1
20396;3267;750;11;15;13;1
20397;3254;750;11;15;13;1
20398;3241;750;11;15;13;1
20399;3228;750;11;15;13;1
20400;3319;750;11;15;13;1
20401;3215;750;11;15;13;1
20402;3189;750;11;15;13;1
20403;3176;750;11;15;13;1
20404;3163;750;11;15;13;1
20405;3150;750;11;15;13;1
20406;3137;750;11;15;13;1
20407;3124;750;11;15;13;1
20408;3111;750;11;15;13;1
20409;3202;750;11;15;13;1
20410;3332;750;11;15;13;1
20411;3345;750;11;15;13;1
20412;3358;750;11;15;13;1
20413;3579;750;11;15;13;1
20414;3566;750;11;15;13;1
20415;3553;750;11;15;13;1
20416;3540;750;11;15;13;1
20417;3527;750;11;15;13;1
20418;3514;750;11;15;13;1
20419;3501;750;11;15;13;1
20420;3488;750;11;15;13;1
20421;3475;750;11;15;13;1
20422;3462;750;11;15;13;1
20423;3449;750;11;15;13;1
20424;3436;750;11;15;13;1
20425;3423;750;11;15;13;1
20426;3410;750;11;15;13;1
20427;3397;750;11;15;13;1
20428;3384;750;11;15;13;1
20429;3371;750;11;15;13;1
20430;3605;750;11;15;13;1
20431;67;767;11;15;13;1
20432;586;767;11;15;13;1
20433;80;767;11;15;13;1
20434;820;767;11;15;13;1
20435;807;767;11;15;13;1
20436;794;767;11;15;13;1
20437;781;767;11;15;13;1
20438;768;767;11;15;13;1
20439;755;767;11;15;13;1
20440;742;767;11;15;13;1
20441;833;767;11;15;13;1
20442;729;767;11;15;13;1
20443;703;767;11;15;13;1
20444;690;767;11;15;13;1
20445;677;767;11;15;13;1
20446;664;767;11;15;13;1
20447;651;767;11;15;13;1
20448;638;767;11;15;13;1
20449;625;767;11;15;13;1
20450;716;767;11;15;13;1
20451;846;767;11;15;13;1
20452;859;767;11;15;13;1
20453;872;767;11;15;13;1
20454;1093;767;11;15;13;1
20455;1080;767;11;15;13;1
20456;1067;767;11;15;13;1
20457;1054;767;11;15;13;1
20458;1041;767;11;15;13;1
20459;1028;767;11;15;13;1
20460;1015;767;11;15;13;1
20461;1002;767;11;15;13;1
20462;989;767;11;15;13;1
20463;976;767;11;15;13;1
20464;963;767;11;15;13;1
20465;950;767;11;15;13;1
20466;937;767;11;15;13;1
20467;924;767;11;15;13;1
20468;911;767;11;15;13;1
20469;898;767;11;15;13;1
20470;885;767;11;15;13;1
20471;612;767;11;15;13;1
20472;1106;767;11;15;13;1
20473;599;767;11;15;13;1
20474;573;767;11;15;13;1
20475;288;767;11;15;13;1
20476;275;767;11;15;13;1
20477;262;767;11;15;13;1
20478;249;767;11;15;13;1
20479;236;767;11;15;13;1
20480;223;767;11;15;13;1
20481;210;767;11;15;13;1
20482;301;767;10;15;13;1
20483;197;767;11;15;13;1
20484;171;767;11;15;13;1
20485;158;767;11;15;13;1
20486;145;767;11;15;13;1
20487;132;767;11;15;13;1
20488;119;767;11;15;13;1
20489;106;767;11;15;13;1
20490;93;767;11;15;13;1
20491;184;767;11;15;13;1
20492;313;767;11;15;13;1
20493;326;767;11;15;13;1
20494;339;767;11;15;13;1
20495;560;767;11;15;13;1
20496;547;767;11;15;13;1
20497;534;767;11;15;13;1
20498;521;767;11;15;13;1
20499;508;767;11;15;13;1
20500;495;767;11;15;13;1
20501;482;767;11;15;13;1
20502;469;767;11;15;13;1
20503;456;767;11;15;13;1
20504;443;767;11;15;13;1
20505;430;767;11;15;13;1
20506;417;767;11;15;13;1
20507;404;767;11;15;13;1
20508;391;767;11;15;13;1
20509;378;767;11;15;13;1
20510;365;767;11;15;13;1
20511;352;767;11;15;13;1
20512;3593;733;11;15;13;1
20513;3580;733;11;15;13;1
20514;3567;733;11;15;13;1
20515;3294;733;11;15;13;1
20516;2042;716;11;15;13;1
20517;2029;716;11;15;13;1
20518;2016;716;11;15;13;1
20519;2003;716;11;15;13;1
20520;1990;716;11;15;13;1
20521;1977;716;11;15;13;1
20522;1964;716;11;15;13;1
20523;2055;716;11;15;13;1
20524;1951;716;11;15;13;1
20525;1925;716;11;15;13;1
20526;1912;716;11;15;13;1
20527;1899;716;11;15;13;1
20528;1886;716;11;15;13;1
20529;1873;716;11;15;13;1
20530;1860;716;11;15;13;1
20531;1847;716;11;15;13;1
20532;1938;716;11;15;13;1
20533;2068;716;11;15;13;1
20534;2081;716;11;15;13;1
20535;2094;716;11;15;13;1
20536;2315;716;11;15;13;1
20537;2302;716;11;15;13;1
20538;2289;716;11;15;13;1
20539;2276;716;11;15;13;1
20540;2263;716;11;15;13;1
20541;2250;716;11;15;13;1
20542;2237;716;11;15;13;1
20543;2224;716;11;15;13;1
20544;2211;716;11;15;13;1
20545;2198;716;11;15;13;1
20546;2185;716;11;15;13;1
20547;2172;716;11;15;13;1
20548;2159;716;11;15;13;1
20549;2146;716;11;15;13;1
20550;2133;716;11;15;13;1
20551;2120;716;11;15;13;1
20552;2107;716;11;15;13;1
20553;1834;716;11;15;13;1
20554;2328;716;11;15;13;1
20555;1821;716;11;15;13;1
20556;1795;716;11;15;13;1
20557;1509;716;11;15;13;1
20558;1496;716;11;15;13;1
20559;1483;716;11;15;13;1
20560;1470;716;11;15;13;1
20561;1457;716;11;15;13;1
20562;1444;716;11;15;13;1
20563;1431;716;11;15;13;1
20564;1522;716;11;15;13;1
20565;1418;716;11;15;13;1
20566;1392;716;11;15;13;1
20567;1379;716;11;15;13;1
20568;1366;716;11;15;13;1
20569;1353;716;11;15;13;1
20570;1340;716;11;15;13;1
20571;1327;716;11;15;13;1
20572;1314;716;11;15;13;1
20573;1405;716;11;15;13;1
20574;1535;716;11;15;13;1
20575;1548;716;11;15;13;1
20576;1561;716;11;15;13;1
20577;1782;716;11;15;13;1
20578;1769;716;11;15;13;1
20579;1756;716;11;15;13;1
20580;1743;716;11;15;13;1
20581;1730;716;11;15;13;1
20582;1717;716;11;15;13;1
20583;1704;716;11;15;13;1
20584;1691;716;11;15;13;1
20585;1678;716;11;15;13;1
20586;1665;716;11;15;13;1
20587;1652;716;11;15;13;1
20588;1639;716;11;15;13;1
20589;1626;716;11;15;13;1
20590;1613;716;11;15;13;1
20591;1600;716;11;15;13;1
20592;1587;716;11;15;13;1
20593;1574;716;11;15;13;1
20594;1808;716;11;15;13;1
20595;2354;716;11;15;13;1
20596;2874;716;11;15;13;1
20597;2367;716;11;15;13;1
20598;3108;716;11;15;13;1
20599;3095;716;11;15;13;1
20600;3082;716;11;15;13;1
20601;3069;716;11;15;13;1
20602;3056;716;11;15;13;1
20603;3043;716;11;15;13;1
20604;3030;716;11;15;13;1
20605;3121;716;11;15;13;1
20606;3017;716;11;15;13;1
20607;2991;716;11;15;13;1
20608;2978;716;11;15;13;1
20609;2965;716;11;15;13;1
20610;2952;716;11;15;13;1
20611;2939;716;11;15;13;1
20612;2926;716;11;15;13;1
20613;2913;716;11;15;13;1
20614;3004;716;11;15;13;1
20615;3134;716;11;15;13;1
20616;3147;716;11;15;13;1
20617;3160;716;11;15;13;1
20618;3381;716;11;15;13;1
20619;3368;716;11;15;13;1
20620;3355;716;11;15;13;1
20621;3342;716;11;15;13;1
20622;3329;716;11;15;13;1
20623;3316;716;11;15;13;1
20624;3303;716;11;15;13;1
20625;3290;716;11;15;13;1
20626;3277;716;11;15;13;1
20627;3264;716;11;15;13;1
20628;3251;716;11;15;13;1
20629;3238;716;11;15;13;1
20630;3225;716;11;15;13;1
20631;3212;716;11;15;13;1
20632;3199;716;11;15;13;1
20633;3186;716;11;15;13;1
20634;3173;716;11;15;13;1
20635;2900;716;11;15;13;1
20636;3394;716;11;15;13;1
20637;2887;716;11;15;13;1
20638;2861;716;11;15;13;1
20639;2575;716;11;15;13;1
20640;2562;716;11;15;13;1
20641;2549;716;11;15;13;1
20642;2536;716;11;15;13;1
20643;2523;716;11;15;13;1
20644;2510;716;11;15;13;1
20645;2497;716;11;15;13;1
20646;2588;716;11;15;13;1
20647;2484;716;11;15;13;1
20648;2458;716;11;15;13;1
20649;2445;716;11;15;13;1
20650;2432;716;11;15;13;1
20651;2419;716;11;15;13;1
20652;2406;716;11;15;13;1
20653;2393;716;11;15;13;1
20654;2380;716;11;15;13;1
20655;2471;716;11;15;13;1
20656;2601;716;11;15;13;1
20657;2614;716;11;15;13;1
20658;2627;716;11;15;13;1
20659;2848;716;11;15;13;1
20660;2835;716;11;15;13;1
20661;2822;716;11;15;13;1
20662;2809;716;11;15;13;1
20663;2796;716;11;15;13;1
20664;2783;716;11;15;13;1
20665;2770;716;11;15;13;1
20666;2757;716;11;15;13;1
20667;2744;716;11;15;13;1
20668;2731;716;11;15;13;1
20669;2718;716;11;15;13;1
20670;2705;716;11;15;13;1
20671;2692;716;11;15;13;1
20672;2679;716;11;15;13;1
20673;2666;716;11;15;13;1
20674;2653;716;11;15;13;1
20675;2640;716;11;15;13;1
20676;1301;716;11;15;13;1
20677;2341;716;11;15;13;1
20678;1288;716;11;15;13;1
20679;210;716;11;15;13;1
20680;4004;699;11;15;13;1
20681;3991;699;11;15;13;1
20682;3978;699;11;15;13;1
20683;3965;699;11;15;13;1
20684;3952;699;11;15;13;1
20685;3939;699;11;15;13;1
20686;3926;699;11;15;13;1
20687;4017;699;11;15;13;1
20688;3913;699;11;15;13;1
20689;3887;699;11;15;13;1
20690;3874;699;11;15;13;1
20691;3861;699;11;15;13;1
20692;3848;699;11;15;13;1
20693;3835;699;11;15;13;1
20694;3822;699;11;15;13;1
20695;3809;699;11;15;13;1
20696;3900;699;11;15;13;1
20697;4030;699;11;15;13;1
20698;4043;699;11;15;13;1
20699;4056;699;11;15;13;1
20700;184;716;11;15;13;1
20701;171;716;11;15;13;1
20702;158;716;11;15;13;1
20703;145;716;11;15;13;1
20704;132;716;11;15;13;1
20705;119;716;11;15;13;1
20706;106;716;11;15;13;1
20707;93;716;11;15;13;1
20708;80;716;11;15;13;1
20709;67;716;11;15;13;1
20710;54;716;11;15;13;1
20711;41;716;11;15;13;1
20712;28;716;11;15;13;1
20713;15;716;11;15;13;1
20714;2;716;11;15;13;1
20715;4082;699;11;15;13;1
20716;4069;699;11;15;13;1
20717;3796;699;11;15;13;1
20718;197;716;11;15;13;1
20719;3783;699;11;15;13;1
20720;3757;699;11;15;13;1
20721;3471;699;11;15;13;1
20722;3458;699;11;15;13;1
20723;3445;699;11;15;13;1
20724;3432;699;11;15;13;1
20725;3419;699;11;15;13;1
20726;3406;699;11;15;13;1
20727;3393;699;11;15;13;1
20728;3484;699;11;15;13;1
20729;3380;699;11;15;13;1
20730;3354;699;11;15;13;1
20731;3341;699;11;15;13;1
20732;3328;699;11;15;13;1
20733;3315;699;11;15;13;1
20734;3302;699;11;15;13;1
20735;3289;699;11;15;13;1
20736;3276;699;11;15;13;1
20737;3367;699;11;15;13;1
20738;3497;699;11;15;13;1
20739;3510;699;11;15;13;1
20740;3523;699;11;15;13;1
20741;3744;699;11;15;13;1
20742;3731;699;11;15;13;1
20743;3718;699;11;15;13;1
20744;3705;699;11;15;13;1
20745;3692;699;11;15;13;1
20746;3679;699;11;15;13;1
